,ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Make,ProductName,target
4101,ID_C8RF2Z5,2010-03-25,2011-03-24,Male,33.0,2010-03-25,1,Saloon,TOYOTA,Car Classic,0
4102,ID_C8SUXNF,2010-05-15,2011-05-14,Male,41.0,2010-05-15,1,Saloon,TOYOTA,Car Classic,0
4103,ID_C8W76EB,2010-06-17,2011-06-16,Male,39.0,2010-06-17,1,Truck,Iveco,CVTP,0
4108,ID_C9CVIV9,2010-03-21,2011-03-19,Female,30.0,2010-03-21,2,JEEP,Hyundai,Car Classic,0
4110,ID_C9IFABD,2010-03-20,2011-03-19,Joint Gender,41.0,2010-03-20,1,Saloon,TOYOTA,CarSafe,0
4113,ID_CA0POHW,2010-04-01,2011-02-24,Male,38.0,2010-04-01,4,Bus,TOYOTA,CVTP,0
4117,ID_CAHEMZA,2010-02-07,2011-02-06,Joint Gender,46.0,2010-02-07,1,JEEP,Hyundai,Car Classic,1
4119,ID_CB2V48K,2010-04-01,2011-03-31,Female,28.0,2010-04-01,1,Saloon,TOYOTA,Car Classic,0
4122,ID_CBDF5OD,2010-05-03,2011-05-02,Female,40.0,2010-05-03,1,Saloon,TOYOTA,Car Classic,0
4123,ID_CBFYKE9,2010-05-20,2011-05-19,Male,40.0,2010-05-20,1,Saloon,Nissan,CarSafe,0
4124,ID_CBMVC7K,2010-11-18,2011-08-19,Male,57.0,2010-11-18,1,JEEP,Land Rover,Car Classic,0
4126,ID_CBXXSXV,2010-10-09,2011-04-22,Female,39.0,2010-10-09,1,Saloon,TOYOTA,Car Classic,0
4127,ID_CC1B8UB,2010-02-08,2011-02-07,Male,50.0,2010-02-08,1,Saloon,TOYOTA,CarSafe,0
4128,ID_CC2NWFC,2010-12-04,2011-12-03,Female,36.0,2010-12-04,4,JEEP,Ford,Car Plus,0
4129,ID_CC9JOX5,2010-07-24,2011-07-23,Male,66.0,2010-07-24,1,JEEP,Mercedes,Car Classic,0
4130,ID_CCKTCQ3,2010-07-19,2011-07-18,Female,43.0,2010-07-19,1,Saloon,TOYOTA,Car Plus,0
4131,ID_CCL0TLM,2010-07-05,2011-07-04,Male,28.0,2010-07-05,1,Saloon,TOYOTA,CarSafe,0
4132,ID_CCSOS0Z,2010-10-10,2011-10-09,Male,43.0,2010-10-10,2,JEEP,TOYOTA,Car Classic,0
4137,ID_CDZNAUV,2010-10-11,2010-12-31,Male,48.0,2010-10-11,1,Saloon,TOYOTA,Customized Motor,0
4139,ID_CE9NO5E,2010-08-21,2011-08-20,Female,50.0,2010-08-21,2,JEEP,Lexus,Customized Motor,0
4141,ID_CEM1W6Z,2010-05-17,2011-05-16,Male,34.0,2010-05-17,1,Saloon,Hyundai,Car Classic,0
4142,ID_CEMLPRB,2010-10-09,2011-10-08,Male,74.0,2010-10-09,2,JEEP,Honda,Car Classic,0
4144,ID_CEUSB6O,2010-04-23,2011-04-22,Female,37.0,2010-04-23,1,Saloon,TOYOTA,Car Classic,0
4145,ID_CF6MTZY,2010-02-14,2011-02-13,Male,50.0,2010-02-14,2,Saloon,TOYOTA,CarSafe,0
4148,ID_CFDHBZQ,2010-12-06,2011-12-05,Male,33.0,2010-12-06,1,Saloon,BMW,CarSafe,0
4149,ID_CFE5POW,2010-02-06,2011-02-05,Female,40.0,2010-02-06,1,Saloon,TOYOTA,Car Classic,1
4150,ID_CFFL7MZ,2010-05-23,2011-05-22,Female,31.0,2010-05-23,2,Saloon,TOYOTA,Car Classic,0
4151,ID_CFOIKT0,2010-03-20,2011-03-19,Male,49.0,2010-03-20,1,Saloon,TOYOTA,Car Classic,0
4154,ID_CFWDHA5,2010-07-02,2011-07-01,Male,40.0,2010-07-02,1,JEEP,TOYOTA,Car Classic,0
4155,ID_CFXLONS,2010-05-27,2011-02-24,Female,49.0,2010-05-27,1,Saloon,TOYOTA,Car Classic,0
4156,ID_CFXYL64,2010-11-09,2011-11-08,Male,52.0,2010-11-09,1,Saloon,TOYOTA,Car Classic,0
4158,ID_CG55D00,2010-12-28,2011-12-27,Female,41.0,2010-12-28,1,Saloon,Renault,CarSafe,0
4159,ID_CG5APBJ,2010-12-03,2011-12-02,Male,41.0,2010-12-03,1,Saloon,TOYOTA,Car Classic,1
4160,ID_CGDA6XL,2010-10-23,2011-10-22,Male,37.0,2010-10-23,1,JEEP,Lexus,Car Classic,1
4161,ID_CGDRXVQ,2010-01-03,2011-01-02,Male,45.0,2010-01-03,1,Saloon,Skoda,CarSafe,0
4162,ID_CGK34ZV,2010-03-15,2011-02-13,Female,42.0,2010-03-15,1,Saloon,Honda,Car Classic,0
4163,ID_CGLHLED,2010-11-05,2011-11-04,Female,30.0,2010-11-05,1,JEEP,TOYOTA,Car Classic,0
4165,ID_CGORML8,2010-06-28,2011-06-27,Female,45.0,2010-06-28,1,Saloon,Mercedes,Car Classic,0
4166,ID_CGR5OBJ,2010-04-18,2011-04-16,Female,38.0,2010-04-18,1,JEEP,TOYOTA,Car Plus,0
4167,ID_CH1AN2B,2010-04-18,2011-04-17,Male,27.0,2010-04-18,1,Saloon,Lexus,Car Classic,0
4168,ID_CHDDEVM,2010-01-03,2011-01-02,Female,65.0,2010-01-03,1,Saloon,Ford,Car Classic,0
4172,ID_CHMFNL2,2010-11-30,2011-11-29,Male,55.0,2010-11-30,3,Saloon,TOYOTA,Car Classic,0
4173,ID_CHNVBLP,2010-06-19,2011-06-18,Male,34.0,2010-06-19,1,Saloon,Hyundai,Car Classic,0
4174,ID_CHTSJNV,2010-07-25,2011-07-24,Male,44.0,2010-07-25,3,Saloon,Volkswagen,Car Plus,0
4175,ID_CHU7EZK,2010-04-01,2011-03-30,Male,33.0,2010-04-01,1,Saloon,TOYOTA,Car Classic,1
4176,ID_CHVMED4,2010-10-12,2011-01-12,Male,29.0,2010-10-12,1,JEEP,TOYOTA,CarFlex,0
4177,ID_CHYBDYA,2010-06-26,2011-06-25,Male,41.0,2010-06-26,1,Saloon,TOYOTA,CarSafe,0
4178,ID_CI3J22J,2010-05-14,2011-05-13,Male,34.0,2010-05-14,1,JEEP,TOYOTA,Car Classic,0
4181,ID_CIEFFJ1,2010-04-08,2011-04-07,Male,53.0,2010-04-08,1,JEEP,TOYOTA,CarSafe,0
4182,ID_CIKKTYB,2010-01-25,2011-01-24,Female,53.0,2010-01-25,1,Saloon,Honda,CarSafe,0
4183,ID_CINZ6TK,2010-04-08,2011-03-25,Male,30.0,2010-04-08,1,Saloon,TOYOTA,Car Classic,0
4185,ID_CIPLG20,2010-03-22,2011-03-21,Female,64.0,2010-03-22,1,Saloon,Chevrolet,Car Classic,0
4186,ID_CIQMT5F,2010-07-14,2011-07-13,Male,48.0,2010-07-14,2,Saloon,TOYOTA,Car Classic,0
4188,ID_CIX3HCD,2010-06-13,2011-06-12,Male,35.0,2010-06-13,1,Saloon,TOYOTA,CarSafe,0
4189,ID_CJ1PQPA,2010-01-17,2011-01-16,Female,59.0,2010-01-17,1,Saloon,Nissan,CarSafe,0
4191,ID_CJQLGT7,2010-12-03,2011-12-02,Male,37.0,2010-12-03,1,Saloon,TOYOTA,Car Classic,0
4192,ID_CJRF2CP,2010-12-19,2011-12-18,Male,47.0,2010-12-19,2,JEEP,Honda,Car Classic,0
4193,ID_CJYDBKJ,2010-11-02,2011-11-01,Male,32.0,2010-11-02,1,Saloon,TOYOTA,CarSafe,0
4195,ID_CKDFCCA,2010-05-24,2011-05-23,Male,51.0,2010-05-24,1,Saloon,Mercedes,CarSafe,0
4196,ID_CKDM8P0,2010-02-27,2011-02-26,Female,60.0,2010-02-27,1,Saloon,TOYOTA,Car Classic,0
4198,ID_CL1JQUO,2010-07-03,2011-07-02,Male,50.0,2010-07-03,1,Saloon,Honda,CarSafe,0
4199,ID_CL452C5,2010-11-18,2011-11-17,Male,33.0,2010-11-18,1,Saloon,TOYOTA,Car Classic,1
4201,ID_CLE4JRG,2010-06-17,2011-06-16,Male,31.0,2010-06-17,1,Saloon,TOYOTA,Car Classic,1
4202,ID_CLIZ966,2010-06-02,2011-06-01,Female,30.0,2010-06-02,2,Saloon,TOYOTA,Car Plus,1
4203,ID_CLP3X9R,2010-02-01,2011-01-31,Male,48.0,2010-02-01,1,Saloon,TOYOTA,CarSafe,0
4204,ID_CLSQ150,2010-01-16,2011-01-15,Female,64.0,2010-01-16,2,Saloon,TOYOTA,CarSafe,0
4206,ID_CM0ACD7,2010-03-13,2011-03-12,Male,30.0,2010-03-13,1,Saloon,TOYOTA,CarSafe,0
4209,ID_CM7QJCS,2010-04-03,2011-04-02,Female,34.0,2010-04-03,1,Saloon,Honda,CarSafe,0
4212,ID_CMJOO5M,2010-06-10,2011-06-09,Female,40.0,2010-06-10,3,Saloon,TOYOTA,Car Classic,0
4216,ID_CMZ8RPC,2010-02-05,2011-02-04,Male,38.0,2010-02-05,1,Saloon,Honda,CarSafe,0
4217,ID_CN4C0SA,2010-07-26,2011-07-25,Male,41.0,2010-07-26,2,Saloon,TOYOTA,Car Classic,0
4218,ID_CN8SBW2,2010-01-17,2011-01-16,Male,50.0,2010-01-17,1,Saloon,Hyundai,CarSafe,0
4219,ID_CNDBJ7U,2010-01-22,2011-01-21,Male,44.0,2010-01-22,3,JEEP,TOYOTA,Car Classic,1
4220,ID_CNHHPCC,2010-07-04,2011-01-02,Female,30.0,2010-07-04,1,Saloon,Hyundai,Car Classic,0
4221,ID_CNKZH6P,2010-04-03,2011-04-02,Male,36.0,2010-04-03,1,Saloon,Mercedes,CarSafe,0
4222,ID_CNLNFCU,2010-02-27,2011-02-27,Female,36.0,2010-02-27,1,Saloon,Honda,Car Classic,0
4223,ID_CNQ42TM,2010-05-02,2011-05-01,Female,46.0,2010-05-02,1,Saloon,TOYOTA,Car Classic,0
4225,ID_CNV0TH9,2010-02-28,2011-02-27,Female,71.0,2010-02-28,1,Saloon,Lexus,Car Classic,0
4226,ID_CNX6365,2010-01-18,2011-01-17,Male,49.0,2010-01-18,2,Saloon,Hyundai,Car Classic,0
4227,ID_CNXBNW9,2010-02-14,2011-02-13,Male,31.0,2010-02-14,1,Saloon,TOYOTA,Car Classic,1
4228,ID_CO006CE,2010-06-06,2011-06-05,Male,42.0,2010-06-06,1,Saloon,TOYOTA,Car Classic,1
4230,ID_COCZ7P6,2010-11-18,2011-11-17,Male,45.0,2010-11-18,2,Saloon,Lexus,Car Classic,0
4232,ID_COK2VAW,2010-06-06,2011-06-05,Male,41.0,2010-06-06,1,Saloon,Hyundai,CarSafe,0
4234,ID_COPKA4F,2010-08-07,2011-08-06,Female,69.0,2010-08-07,1,Saloon,TOYOTA,Car Classic,0
4237,ID_COVQ0BO,2010-11-16,2011-11-15,Male,33.0,2010-11-16,1,Saloon,TOYOTA,Car Classic,1
4238,ID_COVQHQT,2010-01-15,2011-01-14,Male,38.0,2010-01-15,1,JEEP,TOYOTA,CarSafe,0
4239,ID_COXISI0,2010-07-01,2011-06-30,Male,39.0,2010-07-01,1,Saloon,TOYOTA,Car Classic,0
4240,ID_COZYF61,2010-01-30,2011-01-29,Female,37.0,2010-01-30,2,Saloon,TOYOTA,Car Classic,1
4241,ID_CP03B4L,2010-04-06,2011-04-05,Male,35.0,2010-04-06,1,Saloon,TOYOTA,Car Classic,1
4242,ID_CP0VAQ8,2010-03-04,2011-03-03,Male,67.0,2010-03-04,2,Saloon,Honda,Car Classic,0
4244,ID_CP6Z0WF,2010-01-18,2011-01-17,Male,45.0,2010-01-18,1,Saloon,TOYOTA,CarSafe,0
4245,ID_CPTF9BZ,2010-02-28,2011-02-27,Female,55.0,2010-02-28,1,Saloon,TOYOTA,Car Classic,1
4246,ID_CPUW096,2010-09-06,2011-07-10,Male,59.0,2010-09-06,1,Saloon,Lexus,Car Classic,0
4247,ID_CPYD694,2010-07-15,2011-07-14,Male,81.0,2010-07-15,1,Saloon,Honda,CarSafe,0
4251,ID_CQ9TQ3P,2010-04-05,2011-04-04,Male,32.0,2010-04-05,1,Saloon,Ford,CarSafe,0
4252,ID_CQB9TI5,2010-03-22,2011-03-21,Male,48.0,2010-03-22,1,Saloon,Ford,CarSafe,0
4253,ID_CQH4ODH,2010-08-06,2011-08-05,Male,39.0,2010-08-06,1,Truck,Iveco,CVTP,1
4254,ID_CQHGX18,2010-02-27,2011-02-26,Male,46.0,2010-02-27,1,Saloon,Nissan,CarSafe,0
4256,ID_CQOCDJJ,2010-03-26,2011-03-25,Male,34.0,2010-03-26,1,Saloon,Hyundai,CarSafe,0
4257,ID_CR19X02,2010-03-28,2011-03-27,Male,41.0,2010-03-28,1,Saloon,Honda,CarSafe,0
4260,ID_CRF9IUB,2010-05-07,2011-05-06,Female,40.0,2010-05-07,1,Saloon,TOYOTA,CarSafe,0
4261,ID_CRIQX8O,2010-06-24,2011-06-23,Female,54.0,2010-06-24,3,Saloon,TOYOTA,Car Classic,0
4263,ID_CS7H1MI,2010-09-06,2011-03-05,Male,32.0,2010-09-06,1,Saloon,TOYOTA,Car Plus,0
4265,ID_CSIH7WX,2010-06-03,2011-06-02,Female,35.0,2010-06-03,1,Saloon,TOYOTA,CarSafe,0
4266,ID_CSPPL7C,2010-07-27,2011-07-26,Joint Gender,42.0,2010-07-27,1,Saloon,TOYOTA,CarSafe,0
4267,ID_CSYDYQV,2010-02-05,2011-02-04,Female,50.0,2010-02-05,1,Saloon,Volvo,CarSafe,0
4268,ID_CT1HDDX,2010-03-04,2011-03-03,Female,36.0,2010-03-04,1,Saloon,TOYOTA,Car Classic,0
4269,ID_CT8BZTP,2010-07-17,2011-07-16,Female,60.0,2010-07-17,1,Saloon,Ford,CarSafe,0
4270,ID_CTHASZ4,2010-01-29,2011-01-28,Female,48.0,2010-01-29,4,JEEP,Land Rover.,Car Classic,0
4272,ID_CTP2POK,2010-06-28,2011-06-27,Female,35.0,2010-06-28,1,Saloon,TOYOTA,Car Classic,0
4273,ID_CTU18Z6,2010-03-01,2011-02-28,Female,61.0,2010-03-01,1,JEEP,TOYOTA,Car Classic,0
4274,ID_CTVM7ZJ,2010-05-05,2011-05-04,Female,39.0,2010-05-05,1,Saloon,Hyundai,Car Classic,0
4275,ID_CTWRL77,2010-06-27,2011-06-26,Male,37.0,2010-06-27,1,Saloon,TOYOTA,CarSafe,0
4276,ID_CU5ODAW,2010-05-08,2011-05-07,Male,36.0,2010-05-08,1,Saloon,Kia,Car Classic,0
4278,ID_CUD8RZK,2010-05-02,2011-05-02,Male,39.0,2010-05-02,1,Saloon,TOYOTA,CarFlex,0
4279,ID_CUK4NNR,2010-08-28,2011-08-27,Female,40.0,2010-08-28,1,Saloon,TOYOTA,Car Classic,0
4281,ID_CUPRMXA,2010-10-22,2011-10-21,Male,52.0,2010-10-22,1,Saloon,TOYOTA,CarSafe,0
4282,ID_CURYICH,2010-06-04,2011-06-03,Male,27.0,2010-06-04,3,Saloon,TOYOTA,Car Classic,0
4283,ID_CUVOX2V,2010-04-30,2011-04-29,Male,56.0,2010-04-30,1,JEEP,Lexus,Car Classic,0
4284,ID_CUXHXPV,2010-05-07,2011-05-06,Male,35.0,2010-05-07,2,Saloon,TOYOTA,Car Classic,0
4285,ID_CVG0QJE,2010-06-13,2011-06-12,Male,37.0,2010-06-13,2,Saloon,Audi,Car Plus,0
4286,ID_CVI7PJG,2010-12-15,2011-03-15,Female,49.0,2010-12-15,1,Saloon,Hyundai,CarFlex,0
4287,ID_CVNO9DL,2010-04-12,2011-04-11,Male,45.0,2010-04-12,1,Saloon,Honda,CarSafe,0
4291,ID_CW48W78,2010-04-24,2011-04-23,Male,52.0,2010-04-24,2,JEEP,Mercedes,Car Plus,0
4295,ID_CWNNZMI,2010-09-17,2011-09-16,Female,41.0,2010-09-17,1,Saloon,TOYOTA,Car Classic,0
4296,ID_CWQKKZN,2010-09-13,2011-09-12,Male,50.0,2010-09-13,1,Saloon,Honda,CarSafe,0
4297,ID_CWSS5A3,2010-10-31,2011-10-30,Male,36.0,2010-10-31,1,Saloon,TOYOTA,Car Classic,1
4298,ID_CWVE2EX,2010-03-11,2011-03-10,Male,28.0,2010-03-11,1,Saloon,Peugeot,Car Classic,0
4299,ID_CX27MYZ,2010-04-03,2011-04-02,Joint Gender,48.0,2010-04-03,1,JEEP,Land Rover,Car Classic,0
4301,ID_CY5GF5H,2010-09-12,2011-09-11,Male,32.0,2010-09-12,2,Saloon,TOYOTA,Car Classic,0
4303,ID_CYKQTJ4,2010-09-02,2011-09-01,Female,31.0,2010-09-02,1,JEEP,TOYOTA,Car Classic,0
4305,ID_CYSPH3Z,2010-03-06,2011-03-05,Male,46.0,2010-03-06,3,JEEP,Hyundai,Car Classic,0
4307,ID_CZ8CB02,2010-10-31,2011-05-13,Male,60.0,2010-10-31,3,JEEP,TOYOTA,Car Classic,0
4312,ID_CZM5C2B,2010-07-08,2011-03-24,Male,42.0,2010-07-08,3,Truck,Iveco,CVTP,0
4314,ID_CZQ3EUZ,2010-06-14,2011-06-13,Female,20.0,2010-06-14,1,Saloon,TOYOTA,CarSafe,0
4320,ID_CZY1MOP,2010-09-20,2011-09-19,Male,74.0,2010-09-20,3,JEEP,TOYOTA,Car Classic,0
4321,ID_D049F7J,2010-09-13,2011-08-05,Male,44.0,2010-09-13,1,JEEP,Mitsubishi,Customized Motor,0
4323,ID_D09KI06,2010-01-17,2011-01-06,Male,36.0,2010-01-17,2,Saloon,TOYOTA,Car Classic,1
4325,ID_D0ERR4Q,2010-07-27,2011-07-26,Female,40.0,2010-07-27,1,Saloon,BMW,CarSafe,0
4328,ID_D0U7STE,2010-07-11,2011-07-10,Male,37.0,2010-07-11,2,Saloon,TOYOTA,Car Classic,1
4330,ID_D11G0RF,2010-04-17,2011-04-16,Male,37.0,2010-04-17,2,Saloon,TOYOTA,Car Plus,1
4331,ID_D123R8Q,2010-09-26,2011-09-25,Female,46.0,2010-09-26,2,JEEP,Ford,Car Classic,0
4332,ID_D17C2SA,2010-08-25,2011-08-24,Male,51.0,2010-08-25,1,Saloon,TOYOTA,CarSafe,0
4333,ID_D1A55BO,2010-10-08,2011-10-07,Male,32.0,2010-10-08,2,Saloon,TOYOTA,Car Classic,0
4335,ID_D1LE951,2010-08-20,2011-08-19,Female,63.0,2010-08-20,1,Saloon,Volkswagen,Car Classic,0
4336,ID_D1MOQH9,2010-08-13,2011-07-25,Male,38.0,2010-08-13,1,Saloon,TOYOTA,Car Classic,0
4337,ID_D1P0VZE,2010-04-13,2011-04-12,Female,34.0,2010-04-13,1,Saloon,TOYOTA,Car Classic,1
4339,ID_D1SRG81,2010-02-05,2011-02-04,Male,51.0,2010-02-05,1,JEEP,Nissan,CarSafe,0
4341,ID_D27B62A,2010-09-25,2011-03-17,Male,30.0,2010-09-25,2,Saloon,TOYOTA,Car Classic,0
4342,ID_D28O895,2010-05-13,2011-05-12,Male,53.0,2010-05-13,1,JEEP,Mercedes,Car Classic,0
4344,ID_D2UFKDF,2010-07-18,2011-01-15,Male,36.0,2010-07-18,1,Saloon,TOYOTA,Car Classic,0
4345,ID_D2W3WQV,2010-12-06,2011-11-13,Female,53.0,2010-12-06,1,Saloon,Honda,Car Classic,0
4347,ID_D2Z5W9F,2010-07-19,2011-07-18,Male,42.0,2010-07-19,1,Saloon,Nissan,CarSafe,0
4348,ID_D31Y0DD,2010-04-09,2011-04-08,Male,55.0,2010-04-09,1,Saloon,Mercedes,CarSafe,0
4349,ID_D33OR5X,2010-01-29,2011-01-28,Female,41.0,2010-01-29,1,Saloon,TOYOTA,CarSafe,0
4350,ID_D344HVJ,2010-03-01,2011-03-01,Female,58.0,2010-03-01,2,JEEP,Ford,Car Plus,0
4351,ID_D350CK4,2010-02-09,2011-02-07,Male,83.0,2010-02-09,2,Saloon,TOYOTA,Car Classic,0
4353,ID_D3CHQJF,2010-04-23,2011-04-22,Male,47.0,2010-04-23,1,Saloon,TOYOTA,CarSafe,0
4356,ID_D49T2YG,2010-08-31,2011-08-30,Male,42.0,2010-08-31,2,JEEP,Lexus,Car Plus,1
4358,ID_D4NNYDY,2010-01-11,2011-01-10,Male,41.0,2010-01-11,1,Saloon,Mazda,CarSafe,0
4359,ID_D4NST8Z,2010-04-12,2011-04-05,Female,32.0,2010-04-12,1,Saloon,Hyundai,Car Classic,0
4360,ID_D4OFZ9H,2010-03-26,2011-01-23,Male,31.0,2010-03-26,2,Saloon,TOYOTA,Car Classic,0
4362,ID_D52GWZS,2010-01-16,2011-01-15,Male,50.0,2010-01-16,1,Saloon,Honda,CarSafe,0
4363,ID_D55D4LW,2010-10-18,2011-03-19,Male,45.0,2010-10-18,2,JEEP,TOYOTA,Car Classic,0
4364,ID_D55M9UE,2010-03-28,2011-03-26,Male,46.0,2010-03-28,1,Saloon,TOYOTA,CarSafe,0
4365,ID_D5FEEF6,2010-05-16,2011-05-15,Male,32.0,2010-05-16,1,Saloon,Honda,Car Classic,0
4366,ID_D5IKT9J,2010-01-19,2011-01-18,Male,36.0,2010-01-19,1,Saloon,Honda,CarSafe,0
4367,ID_D5L5CTD,2010-09-11,2011-09-10,Male,48.0,2010-09-11,1,JEEP,Ford,Car Classic,0
4370,ID_D5XAKVY,2010-06-28,2011-06-27,Male,58.0,2010-06-28,2,JEEP,Range Rover,Car Classic,0
4371,ID_D5Y3LPY,2010-04-11,2011-04-10,Male,30.0,2010-04-11,1,Saloon,Lexus,Car Plus,1
4373,ID_D5ZF1XJ,2010-02-13,2011-02-12,Female,42.0,2010-02-13,1,Saloon,TOYOTA,CarSafe,0
4376,ID_D6GCVON,2010-07-26,2011-07-18,Male,52.0,2010-07-26,1,JEEP,Land Rover,Car Classic,0
4377,ID_D6HNA25,2010-10-14,2011-06-18,Male,76.0,2010-10-14,1,Saloon,TOYOTA,Car Classic,0
4378,ID_D6QT7RL,2010-01-07,2011-01-06,Female,33.0,2010-01-07,1,JEEP,Lincoln,CarSafe,0
4379,ID_D6S10CY,2010-06-30,2011-06-28,Male,36.0,2010-06-30,1,Saloon,Honda,CarSafe,0
4380,ID_D6SON45,2010-05-03,2011-05-02,Male,29.0,2010-05-03,1,Saloon,TOYOTA,Car Classic,0
4383,ID_D74SYUL,2010-07-19,2011-02-21,Male,64.0,2010-07-19,1,Saloon,TOYOTA,Car Classic,1
4384,ID_D74YXKN,2010-11-19,2011-08-12,Male,42.0,2010-11-19,1,JEEP,Kia,Car Classic,1
4385,ID_D76N0TF,2010-01-16,2011-01-15,Female,30.0,2010-01-16,1,Saloon,Mercedes,Car Classic,0
4386,ID_D7CV60C,2010-03-05,2011-03-04,Male,43.0,2010-03-05,2,JEEP,Honda,Car Classic,1
4387,ID_D7F1V7T,2010-08-26,2011-02-25,Female,46.0,2010-08-26,3,Saloon,Hyundai,Car Classic,0
4388,ID_D7GR2WS,2010-05-10,2011-05-09,Male,75.0,2010-05-10,2,Saloon,Mercedes,Car Classic,1
4392,ID_D7OB1UP,2010-03-27,2011-03-26,Male,48.0,2010-03-27,1,Saloon,TOYOTA,Customized Motor,0
4394,ID_D7WTWVE,2010-05-17,2011-05-16,Female,46.0,2010-05-17,1,Saloon,TOYOTA,Car Classic,0
4395,ID_D82WSP5,2010-04-25,2011-04-24,Male,46.0,2010-04-25,1,JEEP,Mercedes,Car Classic,0
4396,ID_D880H1X,2010-05-21,2011-05-20,Female,32.0,2010-05-21,1,Saloon,TOYOTA,Car Classic,0
4397,ID_D89R9ZA,2010-07-09,2011-07-08,Male,45.0,2010-07-09,1,Saloon,TOYOTA,CarSafe,0
4398,ID_D89Z2UQ,2010-07-09,2011-07-08,Female,41.0,2010-07-09,1,Saloon,Chevrolet,CarSafe,0
4401,ID_D8P4ZOI,2010-03-11,2011-03-09,Male,54.0,2010-03-11,1,Saloon,TOYOTA,Car Classic,0
4402,ID_D8RJBS5,2010-03-18,2011-03-17,Joint Gender,58.0,2010-03-18,1,Saloon,TOYOTA,Car Classic,0
4403,ID_D8S2CV1,2010-06-23,2011-06-22,Male,63.0,2010-06-23,4,JEEP,TOYOTA,Car Classic,0
4405,ID_D968ZRM,2010-04-09,2011-04-08,Female,50.0,2010-04-09,1,JEEP,Volvo,Car Classic,1
4406,ID_D9BK6H0,2010-02-15,2011-02-14,Male,37.0,2010-02-15,1,Saloon,TOYOTA,Car Classic,0
4407,ID_D9BM11I,2010-05-27,2011-05-25,Male,66.0,2010-05-27,2,JEEP,TOYOTA,Car Classic,0
4409,ID_D9DD0G6,2010-02-01,2011-01-31,Female,67.0,2010-02-01,2,JEEP,TOYOTA,Car Classic,0
4410,ID_D9F9ZYG,2010-05-06,2011-05-05,Female,37.0,2010-05-06,1,Saloon,Nissan,CarSafe,0
4413,ID_D9VHLTK,2010-07-09,2011-07-08,Female,45.0,2010-07-09,2,Saloon,Kia,Car Classic,0
4414,ID_DA3NQU6,2010-07-04,2011-07-03,Female,46.0,2010-07-04,1,JEEP,TOYOTA,Car Classic,0
4415,ID_DA6C7OJ,2010-05-01,2011-04-01,Female,32.0,2010-05-01,1,Saloon,TOYOTA,Car Classic,0
4416,ID_DAAI2FA,2010-05-06,2011-05-05,Male,40.0,2010-05-06,1,Saloon,TOYOTA,CarSafe,0
4417,ID_DAAP8YT,2010-01-19,2011-01-18,Female,31.0,2010-01-19,1,Saloon,TOYOTA,Car Classic,0
4418,ID_DAC8X7O,2010-01-26,2011-01-25,Male,50.0,2010-01-26,1,Saloon,TOYOTA,CarSafe,0
4419,ID_DAFZ43R,2010-01-05,2011-01-04,Male,50.0,2010-01-05,1,Saloon,TOYOTA,CarSafe,0
4420,ID_DAJP9J9,2010-05-14,2011-05-12,Male,48.0,2010-05-14,4,JEEP,TOYOTA,Car Classic,0
4421,ID_DAPAUNH,2010-05-15,2011-05-14,Male,73.0,2010-05-15,1,JEEP,Kia,Car Classic,0
4424,ID_DAVDORS,2010-08-29,2011-03-01,Female,29.0,2010-08-29,1,Saloon,TOYOTA,CarFlex,0
4425,ID_DAXE833,2010-07-19,2011-07-18,Male,35.0,2010-07-19,1,Saloon,TOYOTA,Car Classic,0
4426,ID_DAXXGUG,2010-02-12,2011-02-11,Male,49.0,2010-02-12,1,Saloon,Kia,CarSafe,0
4428,ID_DB6F5ZC,2010-04-05,2011-04-04,Male,35.0,2010-04-05,1,Saloon,Lexus,Car Classic,0
4429,ID_DB9HSY8,2010-07-19,2011-07-18,Female,44.0,2010-07-19,2,JEEP,TOYOTA,Car Classic,0
4430,ID_DBCNJAZ,2010-09-21,2011-09-20,Male,56.0,2010-09-21,1,Saloon,Honda,CarSafe,0
4432,ID_DBLRWW6,2010-09-17,2011-09-16,Male,42.0,2010-09-17,2,Saloon,TOYOTA,CarSafe,0
4433,ID_DBM5I0H,2010-06-04,2011-06-03,Male,74.0,2010-06-04,1,Saloon,Volkswagen,CarSafe,0
4435,ID_DBU3B5F,2010-11-14,2011-08-19,Male,38.0,2010-11-14,3,Saloon,Hyundai,Car Classic,1
4437,ID_DBWP62I,2010-07-26,2011-07-25,Male,44.0,2010-07-26,1,Saloon,TOYOTA,Car Classic,1
4442,ID_DC8ITK4,2006-07-06,2016-09-06,Male,39.0,2006-07-06,3,Saloon,TOYOTA,Car Vintage,0
4443,ID_DCCTSNW,2010-01-07,2011-01-06,Male,50.0,2010-01-07,1,Saloon,Honda,CarSafe,0
4444,ID_DCJFZWD,2010-01-07,2011-01-06,Male,49.0,2010-01-07,1,JEEP,Jeep,Car Classic,0
4445,ID_DCRACPV,2010-02-19,2011-01-22,Male,35.0,2010-02-19,1,Saloon,Kia,Car Classic,0
4446,ID_DCS0QAH,2010-12-17,2011-07-14,Female,39.0,2010-12-17,1,Saloon,Honda,Car Classic,0
4447,ID_DCSLBJJ,2010-03-14,2011-03-13,Female,35.0,2010-03-14,1,Saloon,Honda,Car Classic,0
