,ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target,Mirage
4062,ID_C5QH6YB,2010-01-24,2011-01-23,Male,39.0,2010-01-24,1,JEEP,Silver,Lexus,Oshodi,Lagos,Car Classic,0,0
4063,ID_C5Z8SDM,2010-12-12,2011-12-11,Female,32.0,2010-12-12,1,Saloon,Grey,Honda,Ejigbo,Benue,Car Classic,0,1
4066,ID_C692OYL,2010-03-21,2011-03-20,Male,54.0,2010-03-21,3,JEEP,Brown,Land Rover,Victoria Island,Lagos,Car Classic,0,0
4068,ID_C6FR249,2010-04-10,2011-04-09,Male,40.0,2010-04-10,3,Bus,Silver,Mercedes,Victoria Island,Lagos,Car Classic,0,0
4072,ID_C6P8Q3Q,2010-01-10,2011-01-09,Female,46.0,2010-01-10,1,JEEP,Black,TOYOTA,Obia/Akpor,Obia-Akpor,Car Classic,0,1
4099,ID_C8OYBC9,2010-02-14,2011-02-13,Male,35.0,2010-02-14,1,Saloon,Black,TOYOTA,Egbeda,Benue,Car Classic,0,1
4100,ID_C8QEZ3H,2010-04-15,2011-04-14,Male,43.0,2010-04-15,1,JEEP,Black,Lexus,Egbeda,Benue,Car Plus,0,1
4101,ID_C8RF2Z5,2010-03-25,2011-03-24,Male,33.0,2010-03-25,1,Saloon,Silver,TOYOTA,Isolo,Benue,Car Classic,0,0
4103,ID_C8W76EB,2010-06-17,2011-06-16,Male,39.0,2010-06-17,1,Truck,White,Iveco,Victoria Island,Lagos,CVTP,0,1
4117,ID_CAHEMZA,2010-02-07,2011-02-06,Joint Gender,46.0,2010-02-07,1,JEEP,Gold,Hyundai,Victoria Island,Lagos,Car Classic,1,0
4124,ID_CBMVC7K,2010-11-18,2011-08-19,Male,57.0,2010-11-18,1,JEEP,Black,Land Rover,Ikoyi,Lagos,Car Classic,0,1
4128,ID_CC2NWFC,2010-12-04,2011-12-03,Female,36.0,2010-12-04,4,JEEP,Silver,Ford,Victoria Island,Lagos,Car Plus,0,0
4130,ID_CCKTCQ3,2010-07-19,2011-07-18,Female,43.0,2010-07-19,1,Saloon,Red,TOYOTA,Lekki,Lagos,Car Plus,0,0
4139,ID_CE9NO5E,2010-08-21,2011-08-20,Female,50.0,2010-08-21,2,JEEP,Black,Lexus,Surulere,Lagos,Customized Motor,0,1
4141,ID_CEM1W6Z,2010-05-17,2011-05-16,Male,34.0,2010-05-17,1,Saloon,Green,Hyundai,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,0
4142,ID_CEMLPRB,2010-10-09,2011-10-08,Male,74.0,2010-10-09,2,JEEP,Silver,Honda,Victoria Island,Lagos,Car Classic,0,0
4149,ID_CFE5POW,2010-02-06,2011-02-05,Female,40.0,2010-02-06,1,Saloon,Red,TOYOTA,Egbeda,Benue,Car Classic,1,0
4156,ID_CFXYL64,2010-11-09,2011-11-08,Male,52.0,2010-11-09,1,Saloon,Black,TOYOTA,ISHERI,Benue,Car Classic,0,1
4159,ID_CG5APBJ,2010-12-03,2011-12-02,Male,41.0,2010-12-03,1,Saloon,Blue,TOYOTA,Lagos Mainland,Lagos,Car Classic,1,0
4168,ID_CHDDEVM,2010-01-03,2011-01-02,Female,65.0,2010-01-03,1,Saloon,Wine,Ford,Egbeda,Benue,Car Classic,0,0
4172,ID_CHMFNL2,2010-11-30,2011-11-29,Male,55.0,2010-11-30,3,Saloon,Black,TOYOTA,Shomolu,Benue,Car Classic,0,1
4173,ID_CHNVBLP,2010-06-19,2011-06-18,Male,34.0,2010-06-19,1,Saloon,Ash,Hyundai,Agege,Lagos,Car Classic,0,0
4174,ID_CHTSJNV,2010-07-25,2011-07-24,Male,44.0,2010-07-25,3,Saloon,Black,Volkswagen,Nsit Ubium,Nsit-Ubium,Car Plus,0,1
4185,ID_CIPLG20,2010-03-22,2011-03-21,Female,64.0,2010-03-22,1,Saloon,Black,Chevrolet,Alimosho,Lagos,Car Classic,0,1
4186,ID_CIQMT5F,2010-07-14,2011-07-13,Male,48.0,2010-07-14,2,Saloon,Green,TOYOTA,Ikeja,Lagos,Car Classic,0,0
4191,ID_CJQLGT7,2010-12-03,2011-12-02,Male,37.0,2010-12-03,1,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0,1
4196,ID_CKDM8P0,2010-02-27,2011-02-26,Female,60.0,2010-02-27,1,Saloon,Green,TOYOTA,Surulere,Lagos,Car Classic,0,0
4212,ID_CMJOO5M,2010-06-10,2011-06-09,Female,40.0,2010-06-10,3,Saloon,Gold,TOYOTA,Ikeja,Lagos,Car Classic,0,0
4219,ID_CNDBJ7U,2010-01-22,2011-01-21,Male,44.0,2010-01-22,3,JEEP,Grey,TOYOTA,Asaba,Delta,Car Classic,1,1
4228,ID_CO006CE,2010-06-06,2011-06-05,Male,42.0,2010-06-06,1,Saloon,Black,TOYOTA,Lekki,Lagos,Car Classic,1,1
4230,ID_COCZ7P6,2010-11-18,2011-11-17,Male,45.0,2010-11-18,2,Saloon,Black,Lexus,Abuja Municipal,Abuja-Municipal,Car Classic,0,1
4234,ID_COPKA4F,2010-08-07,2011-08-06,Female,69.0,2010-08-07,1,Saloon,Black,TOYOTA,Abeokuta North,Ogun,Car Classic,0,1
4242,ID_CP0VAQ8,2010-03-04,2011-03-03,Male,67.0,2010-03-04,2,Saloon,Black,Honda,Shomolu,Benue,Car Classic,0,1
4246,ID_CPUW096,2010-09-06,2011-07-10,Male,59.0,2010-09-06,1,Saloon,Black,Lexus,GBAGADA,Benue,Car Classic,0,1
4253,ID_CQH4ODH,2010-08-06,2011-08-05,Male,39.0,2010-08-06,1,Truck,White & Red,Iveco,Victoria Island,Lagos,CVTP,1,0
4261,ID_CRIQX8O,2010-06-24,2011-06-23,Female,54.0,2010-06-24,3,Saloon,Silver,TOYOTA,Kosofe,Benue,Car Classic,0,0
4268,ID_CT1HDDX,2010-03-04,2011-03-03,Female,36.0,2010-03-04,1,Saloon,Red,TOYOTA,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0,0
4270,ID_CTHASZ4,2010-01-29,2011-01-28,Female,48.0,2010-01-29,4,JEEP,Grey,Land Rover.,Victoria Island,Lagos,Car Classic,0,1
4276,ID_CU5ODAW,2010-05-08,2011-05-07,Male,36.0,2010-05-08,1,Saloon,Black,Kia,Victoria Island,Lagos,Car Classic,0,1
4279,ID_CUK4NNR,2010-08-28,2011-08-27,Female,40.0,2010-08-28,1,Saloon,Black,TOYOTA,Lagos Island,Lagos,Car Classic,0,1
4282,ID_CURYICH,2010-06-04,2011-06-03,Male,27.0,2010-06-04,3,Saloon,Black,TOYOTA,Ipaja,Lagos,Car Classic,0,1
4285,ID_CVG0QJE,2010-06-13,2011-06-12,Male,37.0,2010-06-13,2,Saloon,Brown,Audi,Oshodi-Isolo,Oshodi-Isolo,Car Plus,0,0
4312,ID_CZM5C2B,2010-07-08,2011-03-24,Male,42.0,2010-07-08,3,Truck,White,Iveco,Abeokuta,Ogun,CVTP,0,1
4320,ID_CZY1MOP,2010-09-20,2011-09-19,Male,74.0,2010-09-20,3,JEEP,Black,TOYOTA,Ijebu Ode,Ijebu-Ode,Car Classic,0,1
4328,ID_D0U7STE,2010-07-11,2011-07-10,Male,37.0,2010-07-11,2,Saloon,Green,TOYOTA,Surulere,Lagos,Car Classic,1,0
4330,ID_D11G0RF,2010-04-17,2011-04-16,Male,37.0,2010-04-17,2,Saloon,Silver,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Plus,1,0
4341,ID_D27B62A,2010-09-25,2011-03-17,Male,30.0,2010-09-25,2,Saloon,Silver,TOYOTA,Ketu,Lagos,Car Classic,0,0
4350,ID_D344HVJ,2010-03-01,2011-03-01,Female,58.0,2010-03-01,2,JEEP,Green,Ford,Ikorodu,Lagos,Car Plus,0,0
4356,ID_D49T2YG,2010-08-31,2011-08-30,Male,42.0,2010-08-31,2,JEEP,Black,Lexus,OGUDU,Benue,Car Plus,1,1
4360,ID_D4OFZ9H,2010-03-26,2011-01-23,Male,31.0,2010-03-26,2,Saloon,Black,TOYOTA,Festac,Benue,Car Classic,0,1
4365,ID_D5FEEF6,2010-05-16,2011-05-15,Male,32.0,2010-05-16,1,Saloon,Black,Honda,Mushin,Lagos,Car Classic,0,1
4367,ID_D5L5CTD,2010-09-11,2011-09-10,Male,48.0,2010-09-11,1,JEEP,Grey,Ford,Surulere,Lagos,Car Classic,0,1
4370,ID_D5XAKVY,2010-06-28,2011-06-27,Male,58.0,2010-06-28,2,JEEP,Black,Range Rover,Ikoyi,Lagos,Car Classic,0,1
4384,ID_D74YXKN,2010-11-19,2011-08-12,Male,42.0,2010-11-19,1,JEEP,Black,Kia,Obia/Akpor,Obia-Akpor,Car Classic,1,1
4385,ID_D76N0TF,2010-01-16,2011-01-15,Female,30.0,2010-01-16,1,Saloon,White,Mercedes,Agege,Lagos,Car Classic,0,1
4387,ID_D7F1V7T,2010-08-26,2011-02-25,Female,46.0,2010-08-26,3,Saloon,Black,Hyundai,Yorro,Benue,Car Classic,0,1
4388,ID_D7GR2WS,2010-05-10,2011-05-09,Male,75.0,2010-05-10,2,Saloon,Blue,Mercedes,Ikeja,Lagos,Car Classic,1,0
4394,ID_D7WTWVE,2010-05-17,2011-05-16,Female,46.0,2010-05-17,1,Saloon,Black,TOYOTA,Epe,Lagos,Car Classic,0,1
4395,ID_D82WSP5,2010-04-25,2011-04-24,Male,46.0,2010-04-25,1,JEEP,Grey,Mercedes,Lagos,Lagos,Car Classic,0,1
4401,ID_D8P4ZOI,2010-03-11,2011-03-09,Male,54.0,2010-03-11,1,Saloon,Silver,TOYOTA,Minna,Niger-State,Car Classic,0,0
4402,ID_D8RJBS5,2010-03-18,2011-03-17,Joint Gender,58.0,2010-03-18,1,Saloon,Grey,TOYOTA,Ilesha,Osun,Car Classic,0,1
4403,ID_D8S2CV1,2010-06-23,2011-06-22,Male,63.0,2010-06-23,4,JEEP,Green,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,0
4405,ID_D968ZRM,2010-04-09,2011-04-08,Female,50.0,2010-04-09,1,JEEP,Ash,Volvo,Ikeja,Lagos,Car Classic,1,0
4407,ID_D9BM11I,2010-05-27,2011-05-25,Male,66.0,2010-05-27,2,JEEP,Black,TOYOTA,Kaduna North,Kaduna-North,Car Classic,0,1
4409,ID_D9DD0G6,2010-02-01,2011-01-31,Female,67.0,2010-02-01,2,JEEP,Black,TOYOTA,Warri Central,Warri-Central,Car Classic,0,1
4415,ID_DA6C7OJ,2010-05-01,2011-04-01,Female,32.0,2010-05-01,1,Saloon,Grey,TOYOTA,Ipaja,Lagos,Car Classic,0,1
4417,ID_DAAP8YT,2010-01-19,2011-01-18,Female,31.0,2010-01-19,1,Saloon,Red,TOYOTA,Victoria Island,Lagos,Car Classic,0,0
4420,ID_DAJP9J9,2010-05-14,2011-05-12,Male,48.0,2010-05-14,4,JEEP,Black,TOYOTA,Surulere,Lagos,Car Classic,0,1
4421,ID_DAPAUNH,2010-05-15,2011-05-14,Male,73.0,2010-05-15,1,JEEP,Grey,Kia,Oshodi,Lagos,Car Classic,0,1
4428,ID_DB6F5ZC,2010-04-05,2011-04-04,Male,35.0,2010-04-05,1,Saloon,Silver,Lexus,Victoria Island,Lagos,Car Classic,0,0
4429,ID_DB9HSY8,2010-07-19,2011-07-18,Female,44.0,2010-07-19,2,JEEP,Grey,TOYOTA,Ikeja,Lagos,Car Classic,0,1
4435,ID_DBU3B5F,2010-11-14,2011-08-19,Male,38.0,2010-11-14,3,Saloon,Black,Hyundai,Warri,Delta,Car Classic,1,1
4447,ID_DCSLBJJ,2010-03-14,2011-03-13,Female,35.0,2010-03-14,1,Saloon,Silver,Honda,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,0
4456,ID_DDN8N84,2010-05-13,2011-05-12,Male,44.0,2010-05-13,1,Saloon,Red,TOYOTA,OGBA,Lagos,Car Classic,0,0
4463,ID_DEQSNE0,2010-02-01,2011-01-31,Male,80.0,2010-02-01,2,Saloon,Black,TOYOTA,Warri Central,Warri-Central,Car Classic,0,1
4467,ID_DF8UHZ1,2010-01-28,2011-01-27,Male,40.0,2010-01-28,1,JEEP,Grey,Lexus,Kosofe,Benue,Car Classic,0,1
4472,ID_DFKJCSR,2010-02-20,2011-02-19,Female,39.0,2010-02-20,2,JEEP,Green,Lexus,Benin,Edo,Car Classic,0,0
4474,ID_DFNRSW7,2010-11-30,2011-11-29,Female,39.0,2010-11-30,1,Saloon,Gold,TOYOTA,Oshodi,Lagos,Car Classic,1,0
4497,ID_DICM4GX,2010-11-08,2011-11-07,Male,48.0,2010-11-08,1,Saloon,Grey,TOYOTA,Victoria Island,Lagos,Car Classic,0,1
4513,ID_DJB8HLO,2010-03-01,2011-03-01,Male,40.0,2010-03-01,2,Saloon,Black,Honda,Ikorodu,Lagos,Car Classic,0,1
4516,ID_DJRPOHJ,2010-01-15,2011-01-14,Male,34.0,2010-01-15,1,JEEP,White,GMC,Ikeja,Lagos,Car Classic,0,1
4524,ID_DKJUSEA,2010-07-30,2011-07-29,Female,39.0,2010-07-30,2,JEEP,Black,Kia,Lagos Mainland,Lagos,Car Classic,0,1
4528,ID_DKRHU27,2010-01-24,2011-01-23,Male,52.0,2010-01-24,4,JEEP,Black,Mercedes,Victoria Island,Lagos,Customized Motor,1,1
4532,ID_DL0CS7I,2010-05-17,2011-05-16,Male,32.0,2010-05-17,1,Truck,White,Mack,Victoria Island,Lagos,CVTP,0,1
4535,ID_DLCD220,2010-04-28,2011-01-08,Male,45.0,2010-04-28,2,JEEP,Black,TOYOTA,Surulere,Lagos,Car Plus,1,1
4537,ID_DLHCGBM,2010-07-23,2011-07-22,Female,40.0,2010-07-23,1,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,1,1
4540,ID_DLTP5KW,2010-06-18,2011-06-12,Male,34.0,2010-06-18,1,Saloon,Black,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,1
4548,ID_DN11AJ3,2010-03-21,2011-03-12,Female,41.0,2010-03-21,1,JEEP,Brown,Honda,Kosofe,Benue,Car Classic,0,0
4549,ID_DN593CD,2010-11-07,2011-11-06,Male,30.0,2010-11-07,1,Saloon,Grey,TOYOTA,Lekki,Lagos,Car Classic,1,1
4556,ID_DNYUTTL,2010-02-19,2011-02-18,Male,47.0,2010-02-19,1,JEEP,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,1
4560,ID_DO6Z3TP,2010-05-31,2011-05-30,Male,43.0,2010-05-31,1,Truck,Blue,Volvo,Victoria Island,Lagos,CVTP,0,0
4563,ID_DOC1G08,2010-06-27,2010-12-31,Male,46.0,2010-06-27,1,Saloon,Grey,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0,1
4567,ID_DOS1Z5B,2010-10-26,2011-10-25,Male,66.0,2010-10-26,2,JEEP,Red,Mitsubishi,Lagos Island,Lagos,Car Classic,0,0
4580,ID_DQMM3IA,2010-11-08,2011-11-07,Female,34.0,2010-11-08,2,Saloon,Black,Mercedes,Ikeja,Lagos,Car Classic,0,1
4585,ID_DR4EDKJ,2010-01-17,2011-01-16,Male,48.0,2010-01-17,1,JEEP,Red,Ford,Ikeja,Lagos,Car Classic,1,0
4592,ID_DRY028O,2010-07-13,2011-07-12,Male,79.0,2010-07-13,1,Saloon,Wine,TOYOTA,Lagos Island,Lagos,Car Classic,0,0
4598,ID_DSPS377,2010-05-22,2011-05-21,Male,40.0,2010-05-22,3,Saloon,Blue,TOYOTA,Ikeja,Lagos,Car Classic,0,0
4601,ID_DSXPV8S,2010-05-21,2011-05-20,Male,46.0,2010-05-21,3,JEEP,Black,Lexus,Eti-Osa,Eti-Osa,Car Classic,0,1
4604,ID_DTI8IND,2010-03-05,2011-03-04,Male,50.0,2010-03-05,1,Saloon,Silver,TOYOTA,Ipaja,Lagos,Car Classic,0,0
4607,ID_DTPZ37D,2010-09-27,2011-09-20,Male,47.0,2010-09-27,1,JEEP,Black,Lexus,Ikeja,Lagos,Car Classic,0,1
4612,ID_DU83VKY,2010-01-27,2011-01-26,Male,41.0,2010-01-27,2,Saloon,Black,BMW,Abuja Municipal,Abuja-Municipal,Car Classic,0,1
4613,ID_DUHT3O4,2010-06-01,2011-05-31,Female,32.0,2010-06-01,1,Saloon,Gold,TOYOTA,Ipaja,Lagos,Car Classic,1,0
4614,ID_DUJXE91,2010-05-24,2011-04-01,Female,44.0,2010-05-24,1,Saloon,Wine,Hyundai,Eti-Osa,Eti-Osa,Car Classic,0,0
4616,ID_DUQNJCH,2010-05-25,2011-05-24,Female,30.0,2010-05-25,1,JEEP,Black,Land Rover,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,1
4627,ID_DVSPS59,2010-08-28,2011-08-27,Male,51.0,2010-08-28,2,Saloon,Black,TOYOTA,Ifo,Benue,Car Classic,0,1
4632,ID_DWJRXRZ,2010-04-20,2011-04-19,Male,44.0,2010-04-20,1,JEEP,Black,Honda,Oshodi-Isolo,Oshodi-Isolo,Car Classic,1,1
4635,ID_DWZZINN,2010-03-04,2011-02-21,Male,43.0,2010-03-04,2,JEEP,Grey,TOYOTA,AJAO ESTATE,AJAO-ESTATE,Car Plus,0,1
4638,ID_DX5V4IS,2010-02-27,2011-02-26,Male,43.0,2010-02-27,1,Saloon,Orange,Mitsubishi,Ikeja,Lagos,Car Classic,0,0
4639,ID_DX6RC16,2010-04-05,2011-04-04,Female,50.0,2010-04-05,2,Saloon,Black,ACURA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,1
4642,ID_DXDPOZW,2010-10-23,2011-10-22,Female,78.0,2010-10-23,1,JEEP,Green,TOYOTA,Ekiti-East,Ekiti-East,Car Classic,0,0
4651,ID_DYWUZ6T,2010-12-21,2011-12-20,Male,36.0,2010-12-21,1,Saloon,Gold,TOYOTA,Ikorodu,Lagos,Car Classic,0,0
4656,ID_DZ2XRX0,2010-06-19,2011-06-18,Male,42.0,2010-06-19,1,Saloon,Grey,Mercedes,MAGODO,Benue,Car Classic,0,1
4663,ID_DZPE5WK,2010-02-21,2011-02-20,Male,34.0,2010-02-21,1,Saloon,Black,TOYOTA,Ebute-Metta,Lagos,Car Classic,0,1
4672,ID_E0STV5M,2010-01-21,2011-01-20,Male,43.0,2010-01-21,1,Saloon,Black,Honda,Kosofe,Benue,Car Classic,1,1
4684,ID_E1TW9U4,2010-03-21,2011-03-20,Male,55.0,2010-03-21,1,Saloon,Silver,TOYOTA,Surulere,Lagos,Car Classic,0,0
4690,ID_E2KSP9I,2010-04-18,2011-04-17,Female,46.0,2010-04-18,1,Saloon,Gold,TOYOTA,Kosofe,Benue,Car Classic,0,0
4693,ID_E3AOHNX,2010-01-08,2011-01-07,Male,51.0,2010-01-08,1,Saloon,Black,TOYOTA,OGBA,Lagos,Car Classic,0,1
4696,ID_E3GPSSO,2010-01-31,2011-01-26,Female,29.0,2010-01-31,1,Saloon,White,TOYOTA,Lagos,Lagos,Car Classic,0,1
4700,ID_E47RU9D,2010-03-15,2011-03-13,Male,45.0,2010-03-15,2,Saloon,Black,TOYOTA,Jos South,Jos-South,Car Classic,0,1
4702,ID_E49X76G,2010-05-12,2011-04-18,Female,63.0,2010-05-12,1,JEEP,Black,TOYOTA,Ikeja,Lagos,Car Classic,0,1
4703,ID_E4CBTJK,2010-09-05,2011-04-17,Male,36.0,2010-09-05,2,Saloon,Silver,TOYOTA,OGUDU,Benue,Car Classic,1,0
4713,ID_E5JVT5K,2010-09-12,2011-09-11,Male,68.0,2010-09-12,1,JEEP,Black,Hyundai,Ikeja,Lagos,Car Classic,0,1
4726,ID_E72NTIG,2010-07-16,2011-04-21,Female,54.0,2010-07-16,1,JEEP,Blue,TOYOTA,Agege,Lagos,Car Classic,1,0
4732,ID_E7W6HXQ,2010-12-05,2011-11-03,Male,46.0,2010-12-05,4,Saloon,Black,Honda,Victoria Island,Lagos,Customized Motor,0,1
4747,ID_E9TKDQD,2010-05-19,2011-05-18,Male,45.0,2010-05-19,1,Saloon,Grey,Hyundai,Ibeju/Lekki,Ibeju-Lekki,Car Classic,1,1
4755,ID_EANPDLQ,2010-12-12,2011-12-11,Female,73.0,2010-12-12,1,JEEP,Grey,CHANGAN,Ikorodu,Lagos,Car Classic,0,1
4760,ID_EAYZLBO,2010-01-23,2011-01-22,Male,46.0,2010-01-23,1,Saloon,Black,Honda,Asokoro District,Abuja,Car Classic,0,1
4761,ID_EB1FMA9,2010-01-17,2011-01-16,Male,38.0,2010-01-17,1,Saloon,Red,TOYOTA,Ikeja,Lagos,Car Classic,0,0
4762,ID_EB5HXMH,2010-11-18,2011-11-17,Male,46.0,2010-11-18,1,Saloon,Blue,Honda,Ifako-Ijaye ,Ifako-Ijaye,CarFlex,1,0
4767,ID_EBULPRL,2010-02-13,2011-02-12,Male,37.0,2010-02-13,1,Saloon,Black,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,1
4771,ID_ECDLDD4,2010-02-11,2011-02-10,Joint Gender,39.0,2010-02-11,1,Saloon,Green,TOYOTA,Lagos Island,Lagos,Car Classic,0,0
4772,ID_ECFASTA,2010-12-03,2011-12-02,Male,45.0,2010-12-03,2,JEEP,Black,Mitsubishi,Eti-Osa,Eti-Osa,Customized Motor,0,1
4773,ID_ECFZNAQ,2010-04-24,2011-04-23,Male,33.0,2010-04-24,2,Saloon,Blue,TOYOTA,Agege,Lagos,Car Classic,0,0
4774,ID_ECSKK0N,2010-06-21,2011-06-20,Female,40.0,2010-06-21,3,Saloon,Silver,TOYOTA,Ikeja,Lagos,Car Classic,0,0
4781,ID_EDB1MFR,2010-02-26,2011-02-07,Female,37.0,2010-02-26,1,JEEP,Black,Honda,Lagos Mainland,Lagos,Car Classic,0,1
4785,ID_EDYP17C,2010-01-19,2011-01-18,Male,35.0,2010-01-19,1,JEEP,Black,TOYOTA,Apapa,Lagos,Car Classic,0,1
4787,ID_EE6ESIR,2010-02-26,2011-02-25,Male,53.0,2010-02-26,1,Saloon,Black,Hyundai,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,1
4792,ID_EENU1F1,2010-07-10,2011-07-09,Male,39.0,2010-07-10,3,JEEP,Brown,Mercedes,Lekki,Lagos,Car Classic,0,0
4794,ID_EF0K897,2010-03-21,2011-03-20,Male,33.0,2010-03-21,1,Saloon,White,TOYOTA,Ikotun,Benue,Car Classic,0,1
4801,ID_EFRCW43,2010-06-19,2011-05-20,Male,50.0,2010-06-19,1,Saloon,Black,Hyundai,Ilupeju,Lagos,Car Classic,0,1
4804,ID_EG16SBI,2010-06-20,2011-06-18,Male,55.0,2010-06-20,1,JEEP,Green,TOYOTA,Lagos Island,Lagos,Car Classic,0,0
4806,ID_EG4YJT0,2010-06-26,2011-06-25,Male,30.0,2010-06-26,1,Saloon,Green,TOYOTA,Benin,Edo,Car Classic,0,0
4823,ID_EH4JT0S,2010-09-07,2011-09-06,Female,34.0,2010-09-07,3,Saloon,Brown,Hyundai,Lagos Island,Lagos,Car Plus,0,0
4830,ID_EHU9LOR,2010-09-04,2011-09-03,Male,50.0,2010-09-04,2,JEEP,Grey,Porsche,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,1
4839,ID_EJH4LZH,2010-05-17,2011-05-16,Male,40.0,2010-05-17,2,JEEP,Black,Volkswagen,Lagos Island,Lagos,Car Classic,0,1
4843,ID_EJSF1O9,2010-08-21,2011-08-20,Female,50.0,2010-08-21,2,JEEP,Black,Honda,Surulere,Lagos,Customized Motor,0,1
4847,ID_EK54JO5,2010-07-29,2011-07-28,Male,42.0,2010-07-29,1,JEEP,Grey,Nissan,Eti-Osa,Eti-Osa,Car Classic,0,1
4852,ID_EKFSS16,2010-11-28,2011-11-27,Male,61.0,2010-11-28,1,JEEP,Black,Lexus,Victoria Island,Lagos,Car Classic,0,1
4856,ID_EL20889,2010-09-04,2011-01-07,Female,36.0,2010-09-04,2,Saloon,Red,Honda,Eti-Osa,Eti-Osa,Car Classic,0,0
4862,ID_ELBVBKB,2010-07-30,2011-07-29,Male,75.0,2010-07-30,2,Saloon,Black,Mercedes,Ikeja,Lagos,Car Classic,0,1
4865,ID_ELHXXMJ,2010-05-20,2011-05-19,Male,53.0,2010-05-20,1,Saloon,Red,TOYOTA,Ife Central,Ife-Central,Car Classic,0,0
4873,ID_ELYH0VR,2010-08-15,2011-08-14,Male,69.0,2010-08-15,2,JEEP,Black,Nissan,Lekki,Lagos,Car Plus,0,1
4884,ID_ENW43HK,2010-06-01,2011-05-31,Female,32.0,2010-06-01,1,Saloon,Gold,TOYOTA,Ipaja,Lagos,Car Classic,0,0
4903,ID_EPS5YXT,2010-09-12,2011-03-12,Male,42.0,2010-09-12,1,JEEP,Black,Honda,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0,1
4915,ID_EQX9YYW,2010-03-25,2011-03-24,Male,32.0,2010-03-25,2,Saloon,Green,TOYOTA,ENUGU EAST,ENUGU-EAST,Car Classic,0,0
4918,ID_ER13JGR,2010-06-10,2011-06-09,Female,50.0,2010-06-10,1,Saloon,Silver,TOYOTA,Kaduna South,Kaduna-South,Car Classic,1,0
4921,ID_ER6EWBO,2010-09-14,2011-09-12,Male,37.0,2010-09-14,1,Saloon,Red,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,0
4923,ID_ERQ9DH3,2010-01-14,2011-01-13,Male,60.0,2010-01-14,1,JEEP,Black,Ford,Osogbo,Osun,Car Classic,0,1
4925,ID_ERSIE58,2010-01-07,2011-01-06,Male,36.0,2010-01-07,2,JEEP,Black,TOYOTA,Warri,Delta,Car Classic,0,1
4930,ID_ESDTEX8,2010-04-05,2011-03-21,Male,59.0,2010-04-05,3,JEEP,Black,TOYOTA,Ojo,Benue,Car Classic,0,1
4931,ID_ESNKUVV,2010-07-16,2011-07-15,Female,36.0,2010-07-16,1,Saloon,Red,Kia,Alimosho,Lagos,Car Classic,0,0
4932,ID_ET1Q5G4,2010-09-24,2011-09-23,Male,43.0,2010-09-24,2,Saloon,Black,Honda,Jos North,Jos-North,Car Classic,0,1
4936,ID_ETHFMOS,2010-02-06,2011-02-05,Male,36.0,2010-02-06,1,JEEP,Black,TOYOTA,Surulere,Lagos,Car Classic,0,1
4939,ID_EU0NIVD,2010-07-08,2011-07-07,Male,42.0,2010-07-08,3,Truck,Green,Iveco,Abeokuta,Ogun,CVTP,1,0
4941,ID_EU5V3PQ,2010-01-07,2011-01-06,Male,36.0,2010-01-07,2,JEEP,Black,TOYOTA,Warri,Delta,Car Classic,1,1
4945,ID_EUK96TP,2010-09-27,2011-09-26,Female,51.0,2010-09-27,3,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0,1
4948,ID_EUQ6A7S,2010-04-24,2011-04-23,Female,45.0,2010-04-24,3,Saloon,Black,Honda,Obalende,Lagos,Car Classic,0,1
4962,ID_EWGBPDY,2010-01-24,2011-01-23,Male,35.0,2010-01-24,1,Saloon,Black,TOYOTA,Ajah,Lagos,Car Classic,0,1
4965,ID_EWM3TNE,2010-06-24,2011-06-23,Female,60.0,2010-06-24,1,Bus,White,TOYOTA,Victoria Island,Lagos,CVTP,0,1
4981,ID_EZAOLNO,2010-06-21,2011-06-20,Female,41.0,2010-06-21,3,JEEP,Black,Hyundai,Victoria Island,Lagos,Car Classic,0,1
4984,ID_EZJY0S3,2010-11-21,2011-11-19,Female,36.0,2010-11-21,1,Saloon,Yellow,Hyundai,Ikeja,Lagos,Car Classic,0,0
4985,ID_EZN6EAV,2010-12-06,2011-12-05,Male,37.0,2010-12-06,1,Saloon,Green,TOYOTA,Ajah,Lagos,Car Classic,1,0
